,disasterNumber,fyDeclared,incidentType,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,declaration_date,incident_begin,incident_end,disasterlength,declarationtime,date,precipitation
548,3288,2008,Severe Storm(s),0,0,1,0,89,14112,14109,14134,25,3,14109.0,535.314969
549,3293,2008,Hurricane,0,0,1,0,87,14129,14127,14134,7,2,14127.0,714.548976
550,3377,2017,Hurricane,0,0,1,0,107,17080,17077,17094,17,3,17077.0,15.371862118
551,3377,2017,Hurricane,0,0,1,0,61,17080,17077,17094,17,3,17077.0,85.9684277
552,3377,2017,Hurricane,0,0,1,0,85,17080,17077,17094,17,3,17077.0,541.4055815
553,3377,2017,Hurricane,0,0,1,0,19,17080,17077,17094,17,3,17077.0,4.838580308999999
554,3377,2017,Hurricane,0,0,1,0,35,17080,17077,17094,17,3,17077.0,3.482828519
555,3377,2017,Hurricane,0,0,1,0,53,17080,17077,17094,17,3,17077.0,219.288403
556,3377,2017,Hurricane,0,0,1,0,3,17080,17077,17094,17,3,17077.0,1.3355550529999998
557,3377,2017,Hurricane,0,0,1,0,109,17080,17077,17094,17,3,17077.0,103.794626596
558,3377,2017,Hurricane,0,0,1,0,11,17080,17077,17094,17,3,17077.0,384.37415989999994
559,3377,2017,Hurricane,0,0,1,0,95,17080,17077,17094,17,3,17077.0,115.5712738
560,3377,2017,Hurricane,0,0,1,0,43,17080,17077,17094,17,3,17077.0,547.727638
561,3377,2017,Hurricane,0,0,1,0,17,17080,17077,17094,17,3,17077.0,197.756373
562,3377,2017,Hurricane,0,0,1,0,69,17080,17077,17094,17,3,17077.0,136.9834562
563,3377,2017,Hurricane,0,0,1,0,31,17080,17077,17094,17,3,17077.0,12.544172115999999
564,3377,2017,Hurricane,0,0,1,0,83,17080,17077,17094,17,3,17077.0,160.45180775
565,3377,2017,Hurricane,0,0,1,0,93,17080,17077,17094,17,3,17077.0,183.8420222
566,3377,2017,Hurricane,0,0,1,0,89,17080,17077,17094,17,3,17077.0,7.2656023759999995
567,3377,2017,Hurricane,0,0,1,0,9,17080,17077,17094,17,3,17077.0,524.6005468
568,3377,2017,Hurricane,0,0,1,0,86,17080,17077,17094,17,3,17077.0,592.449418
569,3377,2017,Hurricane,0,0,1,0,87,17080,17077,17094,17,3,17077.0,500.2333783
570,3377,2017,Hurricane,0,0,1,0,97,17080,17077,17094,17,3,17077.0,334.6089672
571,3377,2017,Hurricane,0,0,1,0,51,17080,17077,17094,17,3,17077.0,1440.5815289999998
572,3377,2017,Hurricane,0,0,1,0,55,17080,17077,17094,17,3,17077.0,355.037777
573,3377,2017,Hurricane,0,0,1,0,99,17080,17077,17094,17,3,17077.0,1761.2584995999991
574,3377,2017,Hurricane,0,0,1,0,105,17080,17077,17094,17,3,17077.0,707.5554397999998
575,3377,2017,Hurricane,0,0,1,0,117,17080,17077,17094,17,3,17077.0,6.721235609
576,3377,2017,Hurricane,0,0,1,0,111,17080,17077,17094,17,3,17077.0,407.423885
577,3377,2017,Hurricane,0,0,1,0,127,17080,17077,17094,17,3,17077.0,129.355796974
578,3385,2017,Hurricane,0,0,1,0,29,17414,17414,17458,44,0,17414.0,17.47203611
579,3385,2017,Hurricane,0,0,1,0,11,17414,17414,17458,44,0,17414.0,432.1384816
580,3385,2017,Hurricane,0,0,1,0,9,17414,17414,17458,44,0,17414.0,123.99551811999999
581,3385,2017,Hurricane,0,0,1,0,21,17414,17414,17458,44,0,17414.0,457.4880503559998
582,3385,2017,Hurricane,0,0,1,0,117,17414,17414,17458,44,0,17414.0,22.37830612
583,3385,2017,Hurricane,0,0,1,0,3,17414,17414,17458,44,0,17414.0,186.366865239
584,3385,2017,Hurricane,0,0,1,0,69,17414,17414,17458,44,0,17414.0,5.167647828000001
585,3385,2017,Hurricane,0,0,1,0,35,17414,17414,17458,44,0,17414.0,0.8241477850000002
586,3385,2017,Hurricane,0,0,1,0,73,17414,17414,17458,44,0,17414.0,43.848133409999996
587,3385,2017,Hurricane,0,0,1,0,125,17414,17414,17458,44,0,17414.0,0.317270689
588,3385,2017,Hurricane,0,0,1,0,19,17414,17414,17458,44,0,17414.0,1.7009469120000003
589,3385,2017,Hurricane,0,0,1,0,53,17414,17414,17458,44,0,17414.0,3.176357673
590,3385,2017,Hurricane,0,0,1,0,57,17414,17414,17458,44,0,17414.0,57.55285220599998
591,3385,2017,Hurricane,0,0,1,0,97,17414,17414,17458,44,0,17414.0,34.746867392
592,3385,2017,Hurricane,0,0,1,0,131,17414,17414,17458,44,0,17414.0,0.7343478440000002
593,3385,2017,Hurricane,0,0,1,0,91,17414,17414,17458,44,0,17414.0,1.350491935
594,3385,2017,Hurricane,0,0,1,0,55,17414,17414,17458,44,0,17414.0,137.87891190000002
595,3385,2017,Hurricane,0,0,1,0,61,17414,17414,17458,44,0,17414.0,94.97599144
596,3385,2017,Hurricane,0,0,1,0,115,17414,17414,17458,44,0,17414.0,30.926946570000002
597,3385,2017,Hurricane,0,0,1,0,113,17414,17414,17458,44,0,17414.0,1.099235544
598,3385,2017,Hurricane,0,0,1,0,75,17414,17414,17458,44,0,17414.0,20.65522048
599,3385,2017,Hurricane,0,0,1,0,27,17414,17414,17458,44,0,17414.0,57.17298432
600,3385,2017,Hurricane,0,0,1,0,127,17414,17414,17458,44,0,17414.0,57.425036866000006
601,3385,2017,Hurricane,0,0,1,0,65,17414,17414,17458,44,0,17414.0,35.27885514999999
602,3385,2017,Hurricane,0,0,1,0,7,17414,17414,17458,44,0,17414.0,2.88687076
603,3385,2017,Hurricane,0,0,1,0,81,17414,17414,17458,44,0,17414.0,30.18483842
604,3385,2017,Hurricane,0,0,1,0,43,17414,17414,17458,44,0,17414.0,79.41714366000002
605,3385,2017,Hurricane,0,0,1,0,85,17414,17414,17458,44,0,17414.0,117.53354390000001
606,3385,2017,Hurricane,0,0,1,0,67,17414,17414,17458,44,0,17414.0,16.144959959
607,3385,2017,Hurricane,0,0,1,0,121,17414,17414,17458,44,0,17414.0,14.74565602
608,3385,2017,Hurricane,0,0,1,0,51,17414,17414,17458,44,0,17414.0,222.14948649999994
609,3385,2017,Hurricane,0,0,1,0,47,17414,17414,17458,44,0,17414.0,52.209521200000005
610,3385,2017,Hurricane,0,0,1,0,129,17414,17414,17458,44,0,17414.0,47.67634198
611,3385,2017,Hurricane,0,0,1,0,89,17414,17414,17458,44,0,17414.0,157.91461710000002
612,3385,2017,Hurricane,0,0,1,0,101,17414,17414,17458,44,0,17414.0,23.390869664
613,3385,2017,Hurricane,0,0,1,0,33,17414,17414,17458,44,0,17414.0,1.169896465
614,3385,2017,Hurricane,0,0,1,0,79,17414,17414,17458,44,0,17414.0,28.632899169999998
615,3385,2017,Hurricane,0,0,1,0,49,17414,17414,17458,44,0,17414.0,49.24765835
616,3385,2017,Hurricane,0,0,1,0,41,17414,17414,17458,44,0,17414.0,13.090811839999999
617,3385,2017,Hurricane,0,0,1,0,63,17414,17414,17458,44,0,17414.0,2.671517415
618,3385,2017,Hurricane,0,0,1,0,45,17414,17414,17458,44,0,17414.0,21.37561402
619,3385,2017,Hurricane,0,0,1,0,17,17414,17414,17458,44,0,17414.0,2.718679735
620,3385,2017,Hurricane,0,0,1,0,13,17414,17414,17458,44,0,17414.0,17.332677542
621,3385,2017,Hurricane,0,0,1,0,95,17414,17414,17458,44,0,17414.0,41.669696007
622,3385,2017,Hurricane,0,0,1,0,86,17414,17414,17458,44,0,17414.0,249.58141430000006
623,3385,2017,Hurricane,0,0,1,0,105,17414,17414,17458,44,0,17414.0,64.428796719
624,3385,2017,Hurricane,0,0,1,0,93,17414,17414,17458,44,0,17414.0,50.4806221
625,3385,2017,Hurricane,0,0,1,0,71,17414,17414,17458,44,0,17414.0,28.81030762
626,3385,2017,Hurricane,0,0,1,0,23,17414,17414,17458,44,0,17414.0,74.79555818
627,3385,2017,Hurricane,0,0,1,0,103,17414,17414,17458,44,0,17414.0,4.17827052
628,3385,2017,Hurricane,0,0,1,0,107,17414,17414,17458,44,0,17414.0,7.416102863
629,3385,2017,Hurricane,0,0,1,0,111,17414,17414,17458,44,0,17414.0,96.4340738
630,3385,2017,Hurricane,0,0,1,0,119,17414,17414,17458,44,0,17414.0,2.22632574
631,3385,2017,Hurricane,0,0,1,0,83,17414,17414,17458,44,0,17414.0,9.958766681
632,3385,2017,Hurricane,0,0,1,0,59,17414,17414,17458,44,0,17414.0,0.0
633,3385,2017,Hurricane,0,0,1,0,133,17414,17414,17458,44,0,17414.0,0.14244346200000002
634,3385,2017,Hurricane,0,0,1,0,15,17414,17414,17458,44,0,17414.0,30.17477772
635,3385,2017,Hurricane,0,0,1,0,5,17414,17414,17458,44,0,17414.0,14.971122177000002
636,3385,2017,Hurricane,0,0,1,0,31,17414,17414,17458,44,0,17414.0,67.193590059
637,3385,2017,Hurricane,0,0,1,0,1,17414,17414,17458,44,0,17414.0,27.511845385
638,3385,2017,Hurricane,0,0,1,0,109,17414,17414,17458,44,0,17414.0,0.879111669
639,3385,2017,Hurricane,0,0,1,0,37,17414,17414,17458,44,0,17414.0,31.926542600000005
640,3385,2017,Hurricane,0,0,1,0,39,17414,17414,17458,44,0,17414.0,12.547023937999999
641,3385,2017,Hurricane,0,0,1,0,123,17414,17414,17458,44,0,17414.0,26.55456103
642,3385,2017,Hurricane,0,0,1,0,87,17414,17414,17458,44,0,17414.0,222.1169502600001
643,3385,2017,Hurricane,0,0,1,0,77,17414,17414,17458,44,0,17414.0,47.849963949999996
644,3385,2017,Hurricane,0,0,1,0,99,17414,17414,17458,44,0,17414.0,698.1451276999999
645,3388,2017,Hurricane,0,0,1,0,0,17418,17413,17444,31,5,,
646,3395,2018,Hurricane,0,0,1,0,113,17447,17446,17451,5,1,17446.0,78.29129200000001
647,3395,2018,Hurricane,0,0,1,0,33,17447,17446,17451,5,1,17446.0,205.7416262
648,3405,2019,Hurricane,0,0,1,0,17,17813,17811,17824,13,2,17811.0,6.4811550759999985
649,3405,2019,Hurricane,0,0,1,0,7,17813,17811,17824,13,2,17811.0,0.185518823
650,3405,2019,Hurricane,0,0,1,0,133,17813,17811,17824,13,2,17811.0,0.0
651,3405,2019,Hurricane,0,0,1,0,123,17813,17811,17824,13,2,17811.0,0.09448641099999999
652,3405,2019,Hurricane,0,0,1,0,45,17813,17811,17824,13,2,17811.0,0.628735884
653,3405,2019,Hurricane,0,0,1,0,53,17813,17811,17824,13,2,17811.0,7.814717819999999
654,3405,2019,Hurricane,0,0,1,0,75,17813,17811,17824,13,2,17811.0,5.125079737999999
655,3405,2019,Hurricane,0,0,1,0,5,17813,17811,17824,13,2,17811.0,0.49989316100000003
656,3405,2019,Hurricane,0,0,1,0,1,17813,17811,17824,13,2,17811.0,0.636841871
657,3405,2019,Hurricane,0,0,1,0,63,17813,17811,17824,13,2,17811.0,0.018583501000000002
658,3405,2019,Hurricane,0,0,1,0,59,17813,17811,17824,13,2,17811.0,0.0
659,3405,2019,Hurricane,0,0,1,0,39,17813,17811,17824,13,2,17811.0,0.44404461
660,3405,2019,Hurricane,0,0,1,0,3,17813,17811,17824,13,2,17811.0,0.211446435
661,3405,2019,Hurricane,0,0,1,0,65,17813,17811,17824,13,2,17811.0,0.007887701
662,3405,2019,Hurricane,0,0,1,0,13,17813,17811,17824,13,2,17811.0,0.00010068200000000001
663,3405,2019,Hurricane,0,0,1,0,125,17813,17811,17824,13,2,17811.0,0.000419904
664,3405,2019,Hurricane,0,0,1,0,23,17813,17811,17824,13,2,17811.0,0.09208482800000001
665,3405,2019,Hurricane,0,0,1,0,101,17813,17811,17824,13,2,17811.0,25.333570280000004
666,3405,2019,Hurricane,0,0,1,0,131,17813,17811,17824,13,2,17811.0,0.46417137499999994
667,3405,2019,Hurricane,0,0,1,0,37,17813,17811,17824,13,2,17811.0,0.37853866999999997
668,3405,2019,Hurricane,0,0,1,0,33,17813,17811,17824,13,2,17811.0,1.6910681379999999
669,3405,2019,Hurricane,0,0,1,0,77,17813,17811,17824,13,2,17811.0,0.22448870399999998
670,3405,2019,Hurricane,0,0,1,0,41,17813,17811,17824,13,2,17811.0,0.08842184
671,3405,2019,Hurricane,0,0,1,0,103,17813,17811,17824,13,2,17811.0,9.54571722
672,3405,2019,Hurricane,0,0,1,0,67,17813,17811,17824,13,2,17811.0,0.07593344499999999
673,3405,2019,Hurricane,0,0,1,0,73,17813,17811,17824,13,2,17811.0,0.11419492399999999
674,3405,2019,Hurricane,0,0,1,0,91,17813,17811,17824,13,2,17811.0,1.0768026159999997
675,3405,2019,Hurricane,0,0,1,0,47,17813,17811,17824,13,2,17811.0,0.0
676,3405,2019,Hurricane,0,0,1,0,121,17813,17811,17824,13,2,17811.0,0.035944159999999996
677,3405,2019,Hurricane,0,0,1,0,113,17813,17811,17824,13,2,17811.0,2.8026870880000003
678,3405,2019,Hurricane,0,0,1,0,79,17813,17811,17824,13,2,17811.0,0.0
679,3405,2019,Hurricane,0,0,1,0,29,17813,17811,17824,13,2,17811.0,0.315251906
680,3405,2019,Hurricane,0,0,1,0,129,17813,17811,17824,13,2,17811.0,0.053818586
681,3405,2019,Hurricane,0,0,1,0,57,17813,17811,17824,13,2,17811.0,12.776750359000003
682,3405,2019,Hurricane,0,0,1,0,81,17813,17811,17824,13,2,17811.0,7.31648216
683,4068,2012,Severe Storm(s),0,0,1,1,47,15524,15515,15547,32,9,15515.0,683.306769
684,4068,2012,Severe Storm(s),0,0,1,1,21,15524,15515,15547,32,9,15515.0,2878.4161759999997
685,4068,2012,Severe Storm(s),0,0,1,1,15,15524,15515,15547,32,9,15515.0,1526.4378619999998
686,4068,2012,Severe Storm(s),0,0,1,1,79,15524,15515,15547,32,9,15515.0,781.896174
687,4068,2012,Severe Storm(s),0,0,1,1,65,15524,15515,15547,32,9,15515.0,1049.242884
688,4068,2012,Severe Storm(s),1,0,0,1,41,15524,15515,15547,32,9,15515.0,779.853633
689,4068,2012,Severe Storm(s),0,0,1,1,71,15524,15515,15547,32,9,15515.0,2257.339881
690,4068,2012,Severe Storm(s),0,0,1,1,77,15524,15515,15547,32,9,15515.0,1578.96444
691,4068,2012,Severe Storm(s),0,0,1,1,75,15524,15515,15547,32,9,15515.0,4464.009534999999
692,4068,2012,Severe Storm(s),0,0,1,1,107,15524,15515,15547,32,9,15515.0,1859.80608
693,4068,2012,Severe Storm(s),0,0,1,1,45,15524,15515,15547,32,9,15515.0,1311.793611
694,4068,2012,Severe Storm(s),0,0,1,1,113,15524,15515,15547,32,9,15515.0,313.49113880000004
695,4068,2012,Severe Storm(s),0,0,1,1,29,15524,15515,15547,32,9,15515.0,1590.797024
696,4068,2012,Severe Storm(s),1,0,0,1,55,15524,15515,15547,32,9,15515.0,2604.701658
697,4068,2012,Severe Storm(s),1,0,0,1,57,15524,15515,15547,32,9,15515.0,5643.312459999998
698,4068,2012,Severe Storm(s),1,0,0,1,105,15524,15515,15547,32,9,15515.0,8326.166430999998
699,4068,2012,Severe Storm(s),1,0,1,1,7,15524,15515,15547,32,9,15515.0,833.3706489999998
700,4068,2012,Severe Storm(s),1,0,1,1,3,15524,15515,15547,32,9,15515.0,1428.9291680000001
701,4068,2012,Severe Storm(s),1,0,1,1,19,15524,15515,15547,32,9,15515.0,1195.0048069999998
702,4068,2012,Severe Storm(s),1,0,1,1,31,15524,15515,15547,32,9,15515.0,764.5312259999998
703,4068,2012,Severe Storm(s),1,0,1,1,37,15524,15515,15547,32,9,15515.0,1236.46554
704,4068,2012,Severe Storm(s),1,0,1,1,17,15524,15515,15547,32,9,15515.0,2826.38517
705,4068,2012,Severe Storm(s),1,0,1,1,53,15524,15515,15547,32,9,15515.0,2988.71309
706,4068,2012,Severe Storm(s),1,0,1,1,67,15524,15515,15547,32,9,15515.0,1333.014236
707,4068,2012,Severe Storm(s),1,0,1,1,81,15524,15515,15547,32,9,15515.0,2923.19769
708,4068,2012,Severe Storm(s),1,0,1,1,101,15524,15515,15547,32,9,15515.0,3265.5991500000005
709,4068,2012,Severe Storm(s),1,0,1,1,103,15524,15515,15547,32,9,15515.0,1770.54741
710,4068,2012,Severe Storm(s),1,0,1,1,23,15524,15515,15547,32,9,15515.0,1414.4836759999998
711,4068,2012,Severe Storm(s),1,0,1,1,121,15524,15515,15547,32,9,15515.0,961.726705
712,4068,2012,Severe Storm(s),1,0,1,1,123,15524,15515,15547,32,9,15515.0,1895.1789800000004
713,4068,2012,Severe Storm(s),1,0,1,1,129,15524,15515,15547,32,9,15515.0,1278.826771
714,4068,2012,Severe Storm(s),1,0,1,1,125,15524,15515,15547,32,9,15515.0,423.62026499999996
715,4068,2012,Severe Storm(s),1,0,1,1,115,15524,15515,15547,32,9,15515.0,2168.66502
716,4068,2012,Severe Storm(s),1,0,1,1,89,15524,15515,15547,32,9,15515.0,615.7537360000001
717,4084,2013,Hurricane,0,0,1,1,113,15631,15579,15581,2,52,15579.0,66.4830199
718,4084,2013,Hurricane,0,0,1,1,85,15631,15579,15581,2,52,15579.0,3163.5525599999996
719,4084,2013,Hurricane,0,0,1,1,5,15631,15579,15581,2,52,15579.0,139.05632069999996
720,4084,2013,Hurricane,0,0,1,1,87,15631,15579,15581,2,52,15579.0,195.48521170000004
721,4084,2013,Hurricane,0,0,1,1,43,15631,15579,15581,2,52,15579.0,1926.9657679999996
722,4084,2013,Hurricane,0,0,1,1,111,15631,15579,15581,2,52,15579.0,3407.5951400000004
723,4084,2013,Hurricane,0,0,1,1,21,15631,15579,15581,2,52,15579.0,412.1842027000002
724,4084,2013,Hurricane,0,0,1,1,91,15631,15579,15581,2,52,15579.0,62.33483577
725,4084,2013,Hurricane,0,0,1,1,99,15631,15579,15581,2,52,15579.0,10005.937872
726,4084,2013,Hurricane,0,0,1,1,33,15631,15579,15581,2,52,15579.0,39.485747299999986
727,4084,2013,Hurricane,0,0,1,1,45,15631,15579,15581,2,52,15579.0,124.6727244
728,4084,2013,Hurricane,0,0,1,1,37,15631,15579,15581,2,52,15579.0,105.09842889999997
729,4138,2013,Severe Storm(s),0,0,1,1,5,15919,15888,15893,5,31,15888.0,4.493241564
730,4138,2013,Severe Storm(s),0,0,1,1,131,15919,15888,15893,5,31,15888.0,0.03417536
731,4138,2013,Severe Storm(s),0,0,1,1,59,15919,15888,15893,5,31,15888.0,0.157587804
732,4138,2013,Severe Storm(s),0,0,1,1,133,15919,15888,15893,5,31,15888.0,4.94047378
733,4177,2014,Severe Storm(s),0,0,1,1,59,16196,16188,16196,8,8,16188.0,0.148567252
734,4177,2014,Severe Storm(s),1,0,1,1,33,16196,16188,16196,8,8,16188.0,0.755565743
735,4177,2014,Severe Storm(s),0,0,1,1,133,16196,16188,16196,8,8,16188.0,0.112477504
736,4177,2014,Severe Storm(s),1,0,1,1,113,16196,16188,16196,8,8,16188.0,0.317628043
737,4177,2014,Severe Storm(s),0,0,1,1,5,16196,16188,16196,8,8,16188.0,0.32815705399999995
738,4177,2014,Severe Storm(s),0,0,1,1,13,16196,16188,16196,8,8,16188.0,0.09062734800000001
739,4177,2014,Severe Storm(s),1,0,1,1,63,16196,16188,16196,8,8,16188.0,0.9388266719999999
740,4177,2014,Severe Storm(s),1,0,1,1,91,16196,16188,16196,8,8,16188.0,0.177325042
741,4177,2014,Severe Storm(s),1,0,1,1,131,16196,16188,16196,8,8,16188.0,0.39003141
742,4283,2017,Hurricane,0,0,1,1,97,17083,17077,17094,17,6,17077.0,334.6089672
743,4280,2016,Hurricane,1,0,1,1,103,17072,17044,17056,12,28,17044.0,1498.21561
744,4283,2017,Hurricane,0,0,1,1,99,17083,17077,17094,17,6,17077.0,1761.2584995999991
745,4280,2016,Hurricane,0,0,1,1,37,17072,17044,17056,12,28,17044.0,21.568590670000003
746,4280,2016,Hurricane,0,0,1,1,119,17072,17044,17056,12,28,17044.0,417.46862799999997
747,4280,2016,Hurricane,1,0,1,1,29,17072,17044,17056,12,28,17044.0,225.3898774
748,4280,2016,Hurricane,0,0,1,1,65,17072,17044,17056,12,28,17044.0,52.54915267
749,4283,2017,Hurricane,1,0,1,1,9,17083,17077,17094,17,6,17077.0,524.6005468
750,4283,2017,Hurricane,0,0,1,1,7,17083,17077,17094,17,6,17077.0,3.4527822400000003
751,4280,2016,Hurricane,0,0,1,1,115,17072,17044,17056,12,28,17044.0,1417.213455
752,4280,2016,Hurricane,0,0,1,1,121,17072,17044,17056,12,28,17044.0,44.24551198000001
753,4280,2016,Hurricane,1,0,1,1,73,17072,17044,17056,12,28,17044.0,32.51392947
754,4280,2016,Hurricane,0,0,1,1,39,17072,17044,17056,12,28,17044.0,5.565736195
755,4280,2016,Hurricane,1,0,1,1,17,17072,17044,17056,12,28,17044.0,629.1110410000001
756,4283,2017,Hurricane,0,0,1,1,11,17083,17077,17094,17,6,17077.0,384.37415989999994
757,4280,2016,Hurricane,0,0,1,1,83,17072,17044,17056,12,28,17044.0,390.90155260000006
758,4283,2017,Hurricane,1,0,1,1,89,17083,17077,17094,17,6,17077.0,7.2656023759999995
759,4280,2016,Hurricane,1,0,1,1,129,17072,17044,17056,12,28,17044.0,39.483098000000005
760,4280,2016,Hurricane,1,0,1,1,123,17072,17044,17056,12,28,17044.0,92.8656296
761,4280,2016,Hurricane,1,0,1,1,75,17072,17044,17056,12,28,17044.0,583.7848470999999
762,4283,2017,Hurricane,1,0,1,1,117,17083,17077,17094,17,6,17077.0,6.721235609
763,4280,2016,Hurricane,0,0,1,1,1,17072,17044,17056,12,28,17044.0,44.42894189999999
764,4280,2016,Hurricane,1,0,1,1,81,17072,17044,17056,12,28,17044.0,1905.401365
765,4283,2017,Hurricane,0,0,1,1,95,17083,17077,17094,17,6,17077.0,115.5712738
766,4283,2017,Hurricane,1,0,1,1,127,17083,17077,17094,17,6,17077.0,129.355796974
767,4280,2016,Hurricane,0,0,1,1,125,17072,17044,17056,12,28,17044.0,7.5106644000000005
768,4283,2017,Hurricane,1,0,1,1,109,17083,17077,17094,17,6,17077.0,103.794626596
769,4283,2017,Hurricane,1,0,1,1,31,17083,17077,17094,17,6,17077.0,12.544172115999999
770,4280,2016,Hurricane,0,0,1,1,41,17072,17044,17056,12,28,17044.0,18.29172603
771,4283,2017,Hurricane,0,0,1,1,85,17083,17077,17094,17,6,17077.0,541.4055815
772,4283,2017,Hurricane,1,0,1,1,107,17083,17077,17094,17,6,17077.0,15.371862118
773,4280,2016,Hurricane,0,0,1,1,67,17072,17044,17056,12,28,17044.0,78.15070170000001
774,4337,2017,Hurricane,1,0,1,1,86,17419,17413,17458,45,6,17413.0,348.16886641
775,4280,2016,Hurricane,0,0,1,1,23,17072,17044,17056,12,28,17044.0,37.208889049999996
776,4283,2017,Hurricane,0,0,1,1,111,17083,17077,17094,17,6,17077.0,407.423885
777,4283,2017,Hurricane,0,0,1,1,69,17083,17077,17094,17,6,17077.0,136.9834562
778,4337,2017,Hurricane,1,0,1,1,75,17419,17413,17458,45,6,17413.0,25.288494273
779,4280,2016,Hurricane,0,0,1,1,79,17072,17044,17056,12,28,17044.0,36.807264929999995
780,4337,2017,Hurricane,1,0,1,1,1,17419,17413,17458,45,6,17413.0,30.562309648
781,4280,2016,Hurricane,1,0,0,1,57,17072,17044,17056,12,28,17044.0,3365.225532
782,4283,2017,Hurricane,1,0,1,1,35,17083,17077,17094,17,6,17077.0,3.482828519
783,4280,2016,Hurricane,0,0,1,1,77,17072,17044,17056,12,28,17044.0,13.00960156
784,4283,2017,Hurricane,1,0,1,1,61,17083,17077,17094,17,6,17077.0,85.9684277
785,4280,2016,Hurricane,1,0,1,1,53,17072,17044,17056,12,28,17044.0,919.9060649999999
786,4280,2016,Hurricane,0,0,1,1,3,17072,17044,17056,12,28,17044.0,42.06547187
787,4280,2016,Hurricane,1,0,1,1,101,17072,17044,17056,12,28,17044.0,1324.708873
788,4283,2017,Hurricane,0,0,1,1,19,17083,17077,17094,17,6,17077.0,4.838580308999999
789,4337,2017,Hurricane,1,0,1,1,83,17419,17413,17458,45,6,17413.0,224.07026446599997
790,4337,2017,Hurricane,1,0,1,1,109,17419,17413,17458,45,6,17413.0,38.408261870000004
791,4337,2017,Hurricane,1,0,1,1,87,17419,17413,17458,45,6,17413.0,262.97591964
792,4337,2017,Hurricane,1,0,1,1,23,17419,17413,17458,45,6,17413.0,29.81882983000001
793,4337,2017,Hurricane,1,0,1,1,89,17419,17413,17458,45,6,17413.0,3.43138468
794,4337,2017,Hurricane,1,0,1,1,49,17419,17413,17458,45,6,17413.0,39.41920079999999
795,4399,2019,Hurricane,0,0,1,1,47,17815,17811,17824,13,4,17811.0,0.0
796,4337,2017,Hurricane,1,0,1,1,115,17419,17413,17458,45,6,17413.0,14.51258764
797,4337,2017,Hurricane,1,0,1,1,7,17419,17413,17458,45,6,17413.0,37.9306182
798,4337,2017,Hurricane,1,0,1,1,125,17419,17413,17458,45,6,17413.0,19.6384761
799,4337,2017,Hurricane,1,0,1,1,71,17419,17413,17458,45,6,17413.0,38.78667857999999
800,4337,2017,Hurricane,0,0,1,1,129,17419,17413,17458,45,6,17413.0,0.47006721
801,4337,2017,Hurricane,1,0,1,1,107,17419,17413,17458,45,6,17413.0,29.438917019999998
802,4337,2017,Hurricane,0,0,1,1,37,17419,17413,17458,45,6,17413.0,1.52505473
803,4337,2017,Hurricane,0,0,1,1,113,17419,17413,17458,45,6,17413.0,10.858275798
804,4337,2017,Hurricane,1,0,1,1,69,17419,17413,17458,45,6,17413.0,323.16591266
805,4337,2017,Hurricane,0,0,1,1,123,17419,17413,17458,45,6,17413.0,3.6003436729999994
806,4337,2017,Hurricane,1,0,1,1,9,17419,17413,17458,45,6,17413.0,244.57526652999994
807,4337,2017,Hurricane,1,0,1,1,41,17419,17413,17458,45,6,17413.0,26.942901
808,4337,2017,Hurricane,0,0,1,1,77,17419,17413,17458,45,6,17413.0,1.18899359
809,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
810,4337,2017,Hurricane,1,0,1,1,15,17419,17413,17458,45,6,17413.0,40.41295538
811,4337,2017,Hurricane,1,0,1,1,31,17419,17413,17458,45,6,17413.0,40.780487373
812,4337,2017,Hurricane,0,0,1,1,59,17419,17413,17458,45,6,17413.0,0.156062484
813,4399,2019,Hurricane,1,0,1,1,73,17815,17811,17824,13,4,17811.0,0.11419492399999999
814,4337,2017,Hurricane,1,0,1,1,19,17419,17413,17458,45,6,17413.0,50.928253000000005
815,4337,2017,Hurricane,1,0,1,1,55,17419,17413,17458,45,6,17413.0,87.29495706999998
816,4337,2017,Hurricane,1,0,1,1,101,17419,17413,17458,45,6,17413.0,4.6182061700000006
817,4337,2017,Hurricane,1,0,1,1,35,17419,17413,17458,45,6,17413.0,66.90566364
818,4337,2017,Hurricane,0,0,1,1,63,17419,17413,17458,45,6,17413.0,0.0
819,4341,2017,Hurricane,1,0,1,1,0,17436,17413,17444,31,23,,
820,4337,2017,Hurricane,1,0,1,1,51,17419,17413,17458,45,6,17413.0,54.300043276000004
821,4337,2017,Hurricane,0,0,1,1,45,17419,17413,17458,45,6,17413.0,0.52650297
822,4337,2017,Hurricane,0,0,1,1,5,17419,17413,17458,45,6,17413.0,0.18060911000000002
823,4337,2017,Hurricane,1,0,1,1,81,17419,17413,17458,45,6,17413.0,6.771583334
824,4337,2017,Hurricane,1,0,1,1,111,17419,17413,17458,45,6,17413.0,35.20061793000001
825,4337,2017,Hurricane,0,0,1,1,39,17419,17413,17458,45,6,17413.0,0.0
826,4337,2017,Hurricane,1,0,1,1,97,17419,17413,17458,45,6,17413.0,152.73298810000003
827,4337,2017,Hurricane,1,0,1,1,117,17419,17413,17458,45,6,17413.0,132.01413200000002
828,4337,2017,Hurricane,1,0,1,1,61,17419,17413,17458,45,6,17413.0,121.68022069999999
