disasterNumber,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,placeCode,designatedArea,declaration_date,incident_begin,incident_end,
4280,2016,Hurricane,HURRICANE HERMINE,0,0,1,1,23,99023,Columbia (County),17072,17044,17056,
4283,2017,Hurricane,HURRICANE MATTHEW,0,0,1,1,111,99111,St. Lucie (County),17083,17077,17094,
4283,2017,Hurricane,HURRICANE MATTHEW,0,0,1,1,69,99069,Lake (County),17083,17077,17094,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,75,99075,Levy (County),17419,17413,17458,
4280,2016,Hurricane,HURRICANE HERMINE,0,0,1,1,79,99079,Madison (County),17072,17044,17056,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,1,99001,Alachua (County),17419,17413,17458,
4280,2016,Hurricane,HURRICANE HERMINE,1,0,0,1,57,99057,Hillsborough (County),17072,17044,17056,
4283,2017,Hurricane,HURRICANE MATTHEW,1,0,1,1,35,99035,Flagler (County),17083,17077,17094,
4280,2016,Hurricane,HURRICANE HERMINE,0,0,1,1,77,99077,Liberty (County),17072,17044,17056,
4283,2017,Hurricane,HURRICANE MATTHEW,1,0,1,1,61,99061,Indian River (County),17083,17077,17094,
4280,2016,Hurricane,HURRICANE HERMINE,1,0,1,1,53,99053,Hernando (County),17072,17044,17056,
4280,2016,Hurricane,HURRICANE HERMINE,0,0,1,1,3,99003,Baker (County),17072,17044,17056,
4280,2016,Hurricane,HURRICANE HERMINE,1,0,1,1,101,99101,Pasco (County),17072,17044,17056,
4283,2017,Hurricane,HURRICANE MATTHEW,0,0,1,1,19,99019,Clay (County),17083,17077,17094,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,83,99083,Marion (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,109,99109,St. Johns (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,87,99087,Monroe (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,23,99023,Columbia (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,89,99089,Nassau (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,49,99049,Hardee (County),17419,17413,17458,
4399,2019,Hurricane,HURRICANE MICHAEL,0,0,1,1,47,99047,Hamilton (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,115,99115,Sarasota (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,7,99007,Bradford (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,125,99125,Union (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,71,99071,Lee (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,129,99129,Wakulla (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,107,99107,Putnam (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,37,99037,Franklin (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,113,99113,Santa Rosa (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,69,99069,Lake (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,123,99123,Taylor (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,9,99009,Brevard (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,41,99041,Gilchrist (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,77,99077,Liberty (County),17419,17413,17458,
4341,2017,Hurricane,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,0,32125,Hollywood Indian Reservation,17436,17413,17444,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,15,99015,Charlotte (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,31,99031,Duval (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,59,99059,Holmes (County),17419,17413,17458,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,73,99073,Leon (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,19,99019,Clay (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,55,99055,Highlands (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,101,99101,Pasco (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,35,99035,Flagler (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,63,99063,Jackson (County),17419,17413,17458,
4341,2017,Hurricane,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,0,6400,Big Cypress Indian Reservation,17436,17413,17444,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,51,99051,Hendry (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,45,99045,Gulf (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,5,99005,Bay (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,81,99081,Manatee (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,111,99111,St. Lucie (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,39,99039,Gadsden (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,97,99097,Osceola (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,117,99117,Seminole (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,61,99061,Indian River (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,67,99067,Lafayette (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,47,99047,Hamilton (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,53,99053,Hernando (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,73,99073,Leon (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,91,99091,Okaloosa (County),17419,17413,17458,
4341,2017,Hurricane,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,0,71038,Tampa Reservation,17436,17413,17444,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,105,99105,Polk (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,57,99057,Hillsborough (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,121,99121,Suwannee (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,43,99043,Glades (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,13,99013,Calhoun (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,27,99027,DeSoto (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,21,99021,Collier (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,29,99029,Dixie (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,119,99119,Sumter (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,79,99079,Madison (County),17419,17413,17458,
4341,2017,Hurricane,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,0,33260,Immokalee Indian Reservation,17436,17413,17444,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,85,99085,Martin (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,127,99127,Volusia (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,65,99065,Jefferson (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,17,99017,Citrus (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,33,99033,Escambia (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,131,99131,Walton (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,3,99003,Baker (County),17419,17413,17458,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,39,99039,Gadsden (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,103,99103,Pinellas (County),17419,17413,17458,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,37,99037,Franklin (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,93,99093,Okeechobee (County),17419,17413,17458,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,99,99099,Palm Beach (County),17419,17413,17458,
4399,2019,Hurricane,HURRICANE MICHAEL,0,0,1,1,65,99065,Jefferson (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,0,0,1,1,121,99121,Suwannee (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,11,99011,Broward (County),17419,17413,17458,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,59,99059,Holmes (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,133,99133,Washington (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,77,99077,Liberty (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,45,99045,Gulf (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,5,99005,Bay (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,13,99013,Calhoun (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,129,99129,Wakulla (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,0,0,1,0,91,99091,Okaloosa (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,63,99063,Jackson (County),17815,17811,17824,
4399,2019,Hurricane,HURRICANE MICHAEL,1,0,1,1,123,99123,Taylor (County),17815,17811,17824,
4341,2017,Hurricane,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,0,24330,Fort Pierce Indian Reservation,17436,17413,17444,
4399,2019,Hurricane,HURRICANE MICHAEL,0,0,1,0,131,99131,Walton (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,0,0,1,1,133,99133,Washington (County),17419,17413,17458,
4341,2017,Hurricane,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,1,0,1,1,0,8550,Brighton Indian Reservation,17436,17413,17444,
4399,2019,Hurricane,HURRICANE MICHAEL,0,0,1,1,79,99079,Madison (County),17815,17811,17824,
4337,2017,Hurricane,HURRICANE IRMA,1,0,1,1,95,99095,Orange (County),17419,17413,17458,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,99,99099,Palm Beach (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,33,99033,Escambia (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,1,99001,Alachua (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,91,99091,Okaloosa (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,97,99097,Osceola (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,15,99015,Charlotte (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,35,99035,Flagler (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,27,99027,DeSoto (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,73,99073,Leon (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,89,99089,Nassau (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,47,99047,Hamilton (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,49,99049,Hardee (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,21,99021,Collier (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,79,99079,Madison (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,71,99071,Lee (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,117,99117,Seminole (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,51,99051,Hendry (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,3,99003,Baker (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,119,99119,Sumter (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,93,99093,Okeechobee (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,43,99043,Glades (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,113,99113,Santa Rosa (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,121,99121,Suwannee (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,127,99127,Volusia (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,129,99129,Wakulla (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,13,99013,Calhoun (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,81,99081,Manatee (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,109,99109,St. Johns (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,75,99075,Levy (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,86,99086,Miami-Dade (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,111,99111,St. Lucie (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,31,99031,Duval (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,53,99053,Hernando (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,41,99041,Gilchrist (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,101,99101,Pasco (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,95,99095,Orange (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,9,99009,Brevard (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,131,99131,Walton (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,11,99011,Broward (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,59,99059,Holmes (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,37,99037,Franklin (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,65,99065,Jefferson (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,61,99061,Indian River (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,57,99057,Hillsborough (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,133,99133,Washington (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,87,99087,Monroe (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,63,99063,Jackson (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,67,99067,Lafayette (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,107,99107,Putnam (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,115,99115,Sarasota (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,29,99029,Dixie (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,39,99039,Gadsden (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,103,99103,Pinellas (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,123,99123,Taylor (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,125,99125,Union (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,45,99045,Gulf (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,55,99055,Highlands (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,7,99007,Bradford (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,23,99023,Columbia (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,5,99005,Bay (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,85,99085,Martin (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,105,99105,Polk (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,77,99077,Liberty (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,83,99083,Marion (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,69,99069,Lake (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,19,99019,Clay (County),18138,18136,18148,
3419,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,17,99017,Citrus (County),18138,18136,18148,
3420,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,0,24330,Fort Pierce Indian Reservation,18139,18136,18143,
3420,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,0,6400,Big Cypress Indian Reservation,18139,18136,18143,
3420,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,0,71038,Tampa Reservation,18139,18136,18143,
3420,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,0,8550,Brighton Indian Reservation,18139,18136,18143,
3420,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,0,32125,Hollywood Indian Reservation,18139,18136,18143,
3420,2019,Hurricane,HURRICANE DORIAN,0,0,1,0,0,33260,Immokalee Indian Reservation,18139,18136,18143,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,85,99085,Martin (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,117,99117,Seminole (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,111,99111,St. Lucie (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,109,99109,St. Johns (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,99,99099,Palm Beach (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,89,99089,Nassau (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,35,99035,Flagler (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,97,99097,Osceola (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,107,99107,Putnam (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,61,99061,Indian River (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,9,99009,Brevard (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,31,99031,Duval (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,11,99011,Broward (County),18190,18136,18148,
4468,2020,Hurricane,HURRICANE DORIAN,0,0,1,1,127,99127,Volusia (County),18190,18136,18148,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,9,99009,Brevard (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,19,99019,Clay (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,31,99031,Duval (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,86,99086,Miami-Dade (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,11,99011,Broward (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,89,99089,Nassau (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,97,99097,Osceola (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,35,99035,Flagler (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,85,99085,Martin (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,93,99093,Okeechobee (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,61,99061,Indian River (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,107,99107,Putnam (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,87,99087,Monroe (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,111,99111,St. Lucie (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,95,99095,Orange (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,117,99117,Seminole (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,127,99127,Volusia (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,99,99099,Palm Beach (County),18475,18475,18479,
3533,2020,Hurricane,HURRICANE ISAIAS,0,0,1,0,109,99109,St. Johns (County),18475,18475,18479,
